id,name,age,position,club,league,minutes,appearances,goals,assists,xG,xA,shots,shots_on_target,key_passes,passes_per90,pass_accuracy_pct,dribbles_per90,tackles_per90,interceptions_per90,yellow_cards,red_cards,clean_sheets,market_value_eur
1682,Henrikh Mkhitaryan,28,"FW,MF",Arsenal,Premier League,794,3,2,4,1.8,2.3,2,11,477,0.45,74.2,30,19,7,0,0,0,35000000
1694,Nacho Monreal,31,DF,Arsenal,Premier League,2243,72,5,2,1.8,1.3,2,8,1774,0.08,87.7,8,51,28,3,0,0,13000000
2155,Antonio Rüdiger,24,DF,Chelsea,Premier League,2338,75,2,1,1.9,0.5,0,4,1686,0.04,88.2,8,47,16,4,0,0,40000000
1865,David Ospina,28,GK,Arsenal,Premier League,381,0,0,0,0,0,0,0,100,0,79,0,0,0,0,0,2,5000000
2056,Aaron Ramsey,26,MF,Arsenal,Premier League,1846,6,7,8,5.1,4.7,2,23,1246,0.39,83,31,33,19,0,0,0,45000000
1881,Mesut Özil,28,"MF,FW",Arsenal,Premier League,2163,3,4,8,4.2,7,1,13,1914,0.33,83.4,43,14,13,4,0,0,50000000
1874,Alex Oxlade-Chamberlain,23,"MF,DF",Arsenal,Premier League,241,3,0,0,0.3,0.4,2,2,151,0,76.8,53,3,5,0,0,0,40000000
2212,Alexis Sánchez,28,"FW,MF",Arsenal,Premier League,1503,1,7,3,7.3,5.3,10,26,912,0.18,70.1,57,15,7,4,0,0,70000000
2588,Theo Walcott,28,"MF,FW",Arsenal,Premier League,69,1,0,0,0,0,0,0,22,0,54.5,3,1,0,0,0,0,20000000
2609,Danny Welbeck,26,"FW,MF",Arsenal,Premier League,1194,13,5,2,4.4,1.1,1,13,395,0.15,80.8,32,19,10,1,0,0,15000000
1912,Paulinho,29,MF,Barcelona,La Liga,1948,12,9,2,8.9,2,6,22,1214,0.09,87.2,51,30,18,2,0,0,40000000
2636,Granit Xhaka,24,MF,Arsenal,Premier League,3260,67,1,7,2,3.9,2,18,3130,0.19,85.4,17,65,25,10,0,0,40000000
203,Musa Barrow,18,"FW,MF",Atalanta,Serie A,443,3,3,1,3,1.1,4,14,126,0.2,77,21,3,0,0,0,0,6000000
2579,Stefan de Vrij,25,DF,Lazio,Serie A,3034,131,6,0,1.5,0.3,1,7,1583,0,90.6,5,34,39,3,0,0,40000000
279,Etrit Berisha,28,GK,Atalanta,Serie A,2790,2,0,0,0,0,0,0,801,0,67.8,0,0,0,0,0,8,7000000
2130,Alessio Romagnoli,22,DF,Milan,Serie A,2353,119,2,0,0.7,0.1,3,4,1502,0,90.1,3,26,21,8,2,0,40000000
459,Timothy Castagne,21,"DF,MF",Atalanta,Serie A,1500,56,0,1,1,2.3,1,4,963,0.06,80.6,31,53,11,4,0,0,5000000
550,Andreas Cornelius,24,FW,Atalanta,Serie A,934,8,3,1,4.3,1.2,7,11,304,0.1,70.1,26,8,1,0,0,0,3000000
2458,Corentin Tolisso,22,MF,Bayern Munich,Bundesliga,1575,12,6,4,4.4,2.3,3,17,1260,0.23,89.8,15,28,13,3,0,0,40000000
1875,Alex Oxlade-Chamberlain,23,"MF,FW",Liverpool,Premier League,1493,10,3,7,2,3.5,1,15,789,0.42,76.4,13,26,17,3,0,0,40000000
937,Pierluigi Gollini,22,GK,Atalanta,Serie A,622,0,0,0,0,0,0,0,185,0,85.9,0,0,0,0,0,3,3500000
945,Papu Gómez,29,"FW,MF",Atalanta,Serie A,2750,5,6,8,11.9,10,11,34,1512,0.26,73.3,133,19,18,2,0,0,18000000
965,Robin Gosens,23,"DF,MF",Atalanta,Serie A,1451,37,1,2,0.7,1.8,0,1,862,0.12,78.4,20,60,19,1,0,0,2500000
962,Leon Goretzka,22,MF,Schalke 04,Bundesliga,1982,34,4,2,5.2,1.2,3,17,865,0.09,78.8,26,45,24,3,0,0,40000000
1050,Hans Hateboer,23,"DF,MF",Atalanta,Serie A,2398,40,0,1,1.8,1.7,2,8,1401,0.04,79.3,38,42,15,3,0,0,7000000
50,Toby Alderweireld,28,DF,Tottenham,Premier League,1178,42,0,0,0.6,0.3,1,1,923,0,84.7,7,15,7,3,0,0,40000000
678,Eric Dier,23,"MF,DF",Tottenham,Premier League,2824,71,0,2,1.8,2.1,1,6,2246,0.06,84.8,20,56,30,4,0,0,40000000
2216,Davinson Sánchez,21,DF,Tottenham,Premier League,2534,116,0,0,1,0.1,1,0,1876,0,88.6,12,33,33,1,1,0,40000000
1862,Riccardo Orsolini,20,"FW,MF",Atalanta,Serie A,125,0,0,0,0.2,0.5,0,0,52,0,73.1,8,2,0,0,0,0,3500000
1956,Andrea Petagna,22,FW,Atalanta,Serie A,1618,7,4,5,5,4.3,7,16,524,0.28,73.5,50,10,3,6,0,0,9000000
2141,Marten de Roon,26,MF,Atalanta,Serie A,2571,52,3,3,3,2,3,8,1685,0.11,84.6,17,75,29,9,2,0,14000000
2149,Francesco Rossi,26,GK,Atalanta,Serie A,8,0,0,0,0,0,0,0,3,0,100,0,0,0,0,0,0,15000
2355,Leonardo Spinazzola,24,DF,Atalanta,Serie A,1503,37,0,3,0.6,2.4,0,1,972,0.18,76.7,54,17,16,1,0,0,12000000
2397,Niklas Süle,21,DF,Bayern Munich,Bundesliga,1926,86,2,1,1.5,0.6,1,7,1598,0.05,92.7,4,36,20,1,0,0,38000000
2558,Luca Vido,20,"FW,MF",Atalanta,Serie A,74,0,0,0,0.3,0.1,0,2,31,0,90.3,3,5,0,0,0,0,70000
20,Aritz Aduriz,36,FW,Athletic Club,La Liga,2155,17,9,3,10.6,1.1,4,25,509,0.13,64.6,35,10,0,5,0,0,1000000
34,Ager Aketxe,23,MF,Athletic Club,La Liga,41,0,0,0,0.1,0,0,0,41,0,78,2,1,0,1,0,0,2500000
934,Diego Godín,31,DF,Atlético Madrid,La Liga,2554,109,0,0,1.5,0.1,2,6,1225,0,83.8,4,46,43,6,0,0,35000000
173,Mikel Balenziaga,29,DF,Athletic Club,La Liga,1547,29,0,2,0.3,0.9,0,0,782,0.12,74,21,36,13,1,0,0,4000000
344,Eneko Bóveda,28,DF,Athletic Club,La Liga,521,5,0,0,0,0.3,0,0,283,0,65.4,4,13,9,1,0,0,1500000
544,Iñigo Córdoba,20,"FW,MF",Athletic Club,La Liga,1454,3,1,1,1.1,1.7,2,4,543,0.06,65,65,43,18,3,0,0,5000000
2556,Arturo Vidal,30,MF,Bayern Munich,Bundesliga,1456,33,6,2,4.6,2.3,4,21,1186,0.12,88.2,10,51,15,6,0,0,35000000
884,Raúl García,31,"MF,FW",Athletic Club,La Liga,2617,14,10,1,9.1,3.8,8,31,879,0.03,55.9,18,69,24,10,0,0,9000000
1081,Iago Herrerín,29,GK,Athletic Club,La Liga,720,0,0,0,0,0,0,0,235,0,59.1,0,0,0,0,0,4,3000000
1162,Ander Iturraspe,28,MF,Athletic Club,La Liga,1904,42,0,0,0.2,2,0,1,1220,0,79.8,8,35,28,7,0,0,5000000
1867,Nicolás Otamendi,29,DF,Manchester City,Premier League,2967,83,4,0,2.8,0.4,4,10,3033,0,91.3,5,53,43,9,0,0,35000000
1401,Iñigo Lekue,24,"DF,FW",Athletic Club,La Liga,2115,27,0,1,0.8,1.7,0,4,1157,0.04,74.5,74,58,16,3,0,0,7500000
1456,Andoni López,21,DF,Athletic Club,La Liga,90,1,0,0,0,0,0,0,43,0,76.7,1,0,1,0,0,0,60000
1548,Óscar de Marcos,28,"DF,MF",Athletic Club,La Liga,1654,25,1,3,1.6,1.8,2,7,866,0.16,74.2,19,25,12,5,0,0,6000000
162,Eric Bailly,23,DF,Manchester Utd,Premier League,1001,43,1,0,0.9,0.3,0,1,429,0,87.4,6,14,26,2,0,0,35000000
1649,Sabin Merino,25,"FW,MF",Athletic Club,La Liga,376,10,0,0,1.5,0.2,1,3,94,0,68.1,4,6,2,1,0,0,1500000
1737,Iker Muniain,24,"MF,FW",Athletic Club,La Liga,784,1,4,2,2,1.2,0,10,435,0.23,83.2,28,10,3,1,0,0,10000000
329,Leonardo Bonucci,30,DF,Milan,Serie A,3085,129,2,1,2.5,0.4,2,8,2094,0.03,84.1,6,28,28,5,1,0,35000000
104,Houssem Aouar,19,"MF,FW",Lyon,Ligue 1,2430,22,6,4,5.6,3.9,6,18,1538,0.15,85.3,88,49,45,1,0,0,35000000
2173,Enric Saborit,25,DF,Athletic Club,La Liga,1433,30,0,1,0.3,0.6,0,2,699,0.06,73,9,36,19,5,0,0,80000
2209,Mikel San José,28,MF,Athletic Club,La Liga,2153,20,1,1,1.3,1.2,2,6,1034,0.04,77.6,22,44,29,5,0,0,9000000
2401,Markel Susaeta,29,"FW,MF",Athletic Club,La Liga,2261,7,3,2,2.1,4.3,5,12,1003,0.08,73.8,73,35,12,2,0,0,9000000
2551,Mikel Vesga,24,MF,Athletic Club,La Liga,804,10,1,1,0.8,0.3,0,4,408,0.11,79.7,8,16,14,6,0,0,2500000
2623,Iñaki Williams,23,"FW,MF",Athletic Club,La Liga,2853,7,7,4,8.8,4.7,11,28,754,0.13,73.6,96,19,18,3,0,0,30000000
445,Yannick Carrasco,23,"MF,FW",Atlético Madrid,La Liga,901,1,3,4,2,2.4,1,9,341,0.4,73.9,59,16,7,3,0,0,25000000
553,Ángel Correa,22,"FW,MF",Atlético Madrid,La Liga,2240,13,8,5,6,2.2,4,25,897,0.2,72,103,37,16,4,2,0,24000000
559,Diego Costa,28,FW,Atlético Madrid,La Liga,1034,4,3,3,2.9,2.3,1,11,328,0.26,75.6,31,12,3,7,2,0,60000000
58,Allan,26,MF,Napoli,Serie A,2850,14,4,5,4.3,4.3,3,12,1821,0.16,85.6,121,111,19,2,0,0,33000000
858,Gabi,34,MF,Atlético Madrid,La Liga,2354,27,0,0,0.4,2.1,0,1,1760,0,83.1,15,55,31,8,0,0,3000000
870,Kévin Gameiro,30,FW,Atlético Madrid,La Liga,1133,4,7,2,5.6,1.2,1,11,226,0.16,78.3,24,8,3,0,0,0,20000000
1568,Iñigo Martínez,26,DF,Athletic Club,La Liga,1440,53,0,0,0.4,0.4,1,3,793,0,75.5,5,22,23,5,0,0,32000000
988,Antoine Griezmann,26,FW,Atlético Madrid,La Liga,2509,7,19,9,12.6,5.3,3,38,1068,0.32,76.3,52,30,14,7,1,0,100000000
1074,Lucas Hernández,21,DF,Atlético Madrid,La Liga,2122,46,0,1,0.8,0.5,0,1,1098,0.04,79,18,76,26,7,2,0,35000000
1156,Carlos Isaac,19,DF,Atlético Madrid,La Liga,62,0,0,0,0,0,0,0,43,0,81.4,1,0,1,1,0,0,20000
1217,Juanfran,32,DF,Atlético Madrid,La Liga,1306,17,0,0,0.1,0.8,0,0,642,0,79,43,22,15,3,0,0,5000000
778,Cesc Fàbregas,30,MF,Chelsea,Premier League,2307,18,2,4,2.4,6.8,4,11,2260,0.16,79.4,18,57,19,5,2,0,30000000
1476,Filipe Luís,31,DF,Atlético Madrid,La Liga,1656,23,1,2,0.2,1.5,0,2,1132,0.11,79.9,38,53,22,4,0,0,8000000
1592,Blaise Matuidi,30,MF,Juventus,Serie A,2354,15,3,1,2.6,0.9,2,7,1393,0.04,88.9,1,55,23,3,0,0,30000000
2618,Georginio Wijnaldum,26,MF,Liverpool,Premier League,2387,17,1,2,2.4,1.3,2,8,1265,0.08,89.2,48,24,27,1,0,0,30000000
1833,Jan Oblak,24,GK,Atlético Madrid,La Liga,3330,2,0,0,0,0,0,0,678,0,54.3,3,0,0,1,0,22,70000000
1907,Thomas Partey,24,"MF,DF",Atlético Madrid,La Liga,2373,23,3,0,1.5,0.5,1,3,1448,0,82.2,36,64,32,6,0,0,25000000
2222,Arona Sané,22,MF,Atlético Madrid,La Liga,66,0,0,0,0,0,0,1,14,0,64.3,0,1,0,0,0,0,25000
2473,Fernando Torres,33,FW,Atlético Madrid,La Liga,996,6,5,1,4.9,0.3,2,10,237,0.09,62.9,30,7,1,2,0,0,4000000
2560,Luciano Vietto,23,FW,Atlético Madrid,La Liga,264,2,0,0,0.9,0,2,2,78,0,79.5,8,4,0,1,0,0,6000000
2569,Vitolo,27,"MF,FW",Atlético Madrid,La Liga,616,1,1,1,0.8,0.7,0,3,296,0.15,77.7,22,6,5,1,1,0,25000000
2613,Axel Werner,21,GK,Atlético Madrid,La Liga,90,0,0,0,0,0,0,0,13,0,30.8,0,0,0,0,0,1,1000000
160,Daniel Baier,33,MF,Augsburg,Bundesliga,2538,59,0,2,0.8,2.1,5,5,1607,0.07,74.4,38,60,42,6,0,0,1000000
406,Caiuby,29,"FW,MF",Augsburg,Bundesliga,2855,48,5,7,4.9,3.7,8,25,1046,0.22,66.9,72,45,15,8,0,0,5000000
546,Sergio Córdova,19,"FW,MF",Augsburg,Bundesliga,586,5,2,1,2,0.9,3,7,150,0.15,74,15,6,1,3,0,0,1500000
1569,Iñigo Martínez,26,DF,Real Sociedad,La Liga,1055,36,1,0,0.9,0.8,1,2,775,0,76.4,4,8,12,0,0,0,32000000
841,Raphael Framberger,21,DF,Augsburg,Bundesliga,696,23,0,0,0,1.3,0,1,370,0,70,10,14,10,3,0,0,75000
2550,Jan Vertonghen,30,DF,Tottenham,Premier League,3203,136,0,0,0.9,0.9,2,3,2484,0,85.6,27,69,62,4,0,0,32000000
984,Michael Gregoritsch,23,"MF,FW",Augsburg,Bundesliga,2527,57,13,3,10.2,2.2,7,34,798,0.11,68.5,38,21,12,3,0,0,14000000
1062,Marcel Heller,31,"FW,MF",Augsburg,Bundesliga,1299,9,0,1,2.1,1.8,2,4,347,0.07,54.8,20,33,10,1,1,0,1000000
2416,Jonathan Tah,21,DF,Leverkusen,Bundesliga,2427,119,0,2,0.3,1,0,1,1466,0.07,85.9,19,38,16,1,0,0,30000000
1091,Marwin Hitz,29,GK,Augsburg,Bundesliga,2880,3,0,0,0.1,0,0,0,1106,0,70.5,0,0,0,2,0,9,4000000
1170,Kilian Jakob,19,FW,Augsburg,Bundesliga,50,0,0,0,0.1,0,0,0,12,0,33.3,0,0,0,0,0,0,20000
1288,Presnel Kimpembe,21,DF,Paris S-G,Ligue 1,2425,55,0,0,1.2,0.3,2,4,1776,0,94.1,15,37,16,8,4,0,30000000
1283,Rani Khedira,23,"MF,DF",Augsburg,Bundesliga,2275,111,1,1,1.7,0.8,1,5,859,0.04,75.1,7,49,25,8,0,0,3500000
1491,Andreas Luthe,30,GK,Augsburg,Bundesliga,180,0,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0,50000
1599,Philipp Max,23,DF,Augsburg,Bundesliga,2959,76,2,12,1.1,8.8,1,7,1712,0.36,65.8,17,58,19,5,0,0,15000000
1079,Ander Herrera,27,MF,Manchester Utd,Premier League,1268,10,0,2,0.5,1.2,0,1,1044,0.14,87,18,44,41,5,0,0,30000000
1856,Daniel Opare,26,"DF,MF",Augsburg,Bundesliga,1417,47,0,0,0.1,0.6,0,1,612,0,60,41,28,23,6,0,0,1000000
1905,Shawn Parker,24,"DF,MF",Augsburg,Bundesliga,46,0,0,0,0,0,0,0,9,0,66.7,0,1,0,0,0,0,15000
2087,Marco Richter,19,"FW,MF",Augsburg,Bundesliga,644,6,1,0,1,1.1,1,2,158,0,69.6,14,20,6,0,0,0,1000000
2261,Jonathan Schmid,27,"DF,FW",Augsburg,Bundesliga,1473,41,0,0,1.4,2,3,7,622,0,71.5,22,26,7,1,0,0,2500000
2447,Erik Thommy,22,FW,Augsburg,Bundesliga,167,3,0,0,0.3,0.6,0,1,72,0,70.8,27,7,3,1,0,0,5000000
40,Jordi Alba,28,DF,Barcelona,La Liga,2741,29,2,6,1.9,4.1,2,5,2323,0.2,85.4,27,42,52,7,0,0,60000000
46,Paco Alcácer,23,"FW,MF",Barcelona,La Liga,698,2,4,2,3,2.3,3,7,236,0.26,81.8,9,3,8,0,0,0,15000000
384,Sergio Busquets,29,MF,Barcelona,La Liga,2588,10,1,2,0.6,1.6,0,3,2173,0.07,89.5,31,67,35,8,0,0,80000000
510,Jasper Cillessen,28,GK,Barcelona,La Liga,90,0,0,0,0,0,0,0,27,0,70.4,0,0,0,0,0,1,9000000
568,Philippe Coutinho,25,"FW,MF",Barcelona,La Liga,1293,1,8,5,3.2,3.7,1,20,858,0.35,83.1,60,16,7,1,0,0,100000000
638,Ousmane Dembélé,20,"FW,MF",Barcelona,La Liga,918,1,3,6,2.4,3.8,3,10,498,0.59,78.7,65,7,5,2,0,0,80000000
651,Gerard Deulofeu,23,"MF,FW",Barcelona,La Liga,502,0,1,1,1.3,1.1,1,4,290,0.18,77.9,22,7,6,1,0,0,14000000
679,Lucas Digne,24,DF,Barcelona,La Liga,709,8,0,1,0.3,1.7,0,1,539,0.13,86.3,7,20,13,2,0,0,15000000
1278,Franck Kessié,20,MF,Milan,Serie A,3264,35,5,1,8.4,4.4,5,20,1799,0.03,81.8,74,49,21,9,0,0,30000000
1437,Giovani Lo Celso,21,MF,Paris S-G,Ligue 1,1776,3,4,2,3,1.8,4,14,1549,0.1,89.5,48,68,20,2,0,0,30000000
1578,Javier Mascherano,33,DF,Barcelona,La Liga,542,18,0,0,0,0.6,0,0,430,0,89.8,0,13,5,0,0,0,5000000
1654,Lionel Messi,30,"FW,MF",Barcelona,La Liga,3002,0,34,12,25.3,13.6,20,92,1947,0.36,78.7,256,13,11,3,0,0,180000000
2516,Dayot Upamecano,18,DF,RB Leipzig,Bundesliga,2268,152,3,0,1.6,0.5,0,8,1444,0,83.9,26,56,32,3,1,0,30000000
1593,Blaise Matuidi,30,MF,Paris S-G,Ligue 1,28,0,0,0,0,0,0,0,16,0,81.3,30,1,0,0,0,0,30000000
1750,Shkodran Mustafi,25,DF,Arsenal,Premier League,2273,138,3,1,1,0.5,3,6,1752,0.04,84.2,2,60,46,6,0,0,25000000
2106,Sergi Roberto,25,DF,Barcelona,La Liga,2221,18,1,7,0.9,3,0,3,1749,0.28,89.4,71,47,28,3,2,0,55000000
2276,Nélson Semedo,23,DF,Barcelona,La Liga,1500,19,0,0,0.2,1.2,0,2,1082,0,86.5,49,33,17,1,0,0,30000000
2390,Denis Suárez,23,"MF,FW",Barcelona,La Liga,602,1,2,2,1.8,2.2,1,5,379,0.3,82.1,31,13,1,1,0,0,15000000
2392,Luis Suárez,30,FW,Barcelona,La Liga,2897,30,25,7,21.7,9.7,12,55,1070,0.22,75.9,107,18,5,9,0,0,70000000
2433,Marc-André ter Stegen,25,GK,Barcelona,La Liga,3330,0,0,0,0,0,0,0,1015,0,80.9,1,0,0,0,0,19,60000000
409,Mattia Caldara,23,DF,Atalanta,Serie A,2160,130,3,1,3.5,0.1,1,6,1011,0.04,86.1,9,47,25,5,0,0,25000000
1478,David Luiz,30,"DF,MF",Chelsea,Premier League,840,37,1,0,0.5,0.1,0,4,494,0,83.4,4,19,15,4,1,0,25000000
2555,Aleix Vidal,27,"MF,FW",Barcelona,La Liga,468,2,1,1,1.2,1,0,6,272,0.19,76.8,9,7,6,0,0,0,7500000
1501,Harry Maguire,24,DF,Leicester City,Premier League,3420,179,2,4,2.6,1.7,5,8,1727,0.11,77.4,32,62,49,7,0,0,25000000
282,Juan Bernat,24,"DF,FW",Bayern Munich,Bundesliga,888,6,0,2,0.7,1.3,0,0,541,0.2,90.6,31,22,11,1,0,0,12000000
1426,Victor Lindelöf,23,DF,Manchester Utd,Premier League,1285,43,0,0,0,0.3,0,0,771,0,89.9,4,19,13,1,0,0,25000000
530,Kingsley Coman,21,"FW,MF",Bayern Munich,Bundesliga,1153,3,3,3,2.6,2.9,3,16,607,0.23,79.7,76,9,5,0,0,0,50000000
705,Niklas Dorsch,19,MF,Bayern Munich,Bundesliga,90,0,1,0,0.7,0,0,1,37,0,81.1,3,2,0,0,0,0,40000
767,Franck Evina,17,FW,Bayern Munich,Bundesliga,110,0,0,0,0.1,0.1,1,0,30,0,80,3,2,0,0,0,0,10000
924,Matthias Ginter,23,DF,M'Gladbach,Bundesliga,3060,152,5,2,3.7,0.5,1,11,2039,0.06,87.5,16,40,22,2,0,0,25000000
1407,Clément Lenglet,22,DF,Sevilla,La Liga,3000,112,3,1,2,0.5,2,4,1679,0.03,82.5,9,50,23,9,0,0,25000000
1287,Joshua Kimmich,22,DF,Bayern Munich,Bundesliga,2329,39,1,10,0.6,5.8,1,3,2143,0.39,83.7,42,29,17,1,0,0,55000000
1420,Robert Lewandowski,28,FW,Bayern Munich,Bundesliga,2172,9,29,2,29.7,2.9,7,48,613,0.08,78.3,51,4,6,1,0,0,90000000
255,Medhi Benatia,30,DF,Juventus,Serie A,1755,88,2,0,2.4,0,1,4,1375,0,91,7,31,30,8,0,0,23000000
1570,Javi Martínez,28,"MF,DF",Bayern Munich,Bundesliga,1609,60,1,2,1.8,1.8,0,4,1180,0.11,89.2,7,23,26,1,0,0,40000000
1736,Thomas Müller,27,"FW,MF",Bayern Munich,Bundesliga,2005,12,8,14,6.7,8.9,3,19,1004,0.63,73.3,23,35,7,4,0,0,60000000
1794,Manuel Neuer,31,GK,Bayern Munich,Bundesliga,270,1,0,0,0,0,0,0,81,0,85.2,0,0,0,0,0,2,35000000
1844,Kwasi Okyere Wriedt,23,MF,Bayern Munich,Bundesliga,23,0,0,0,0.3,0,0,0,6,0,50,0,2,0,0,0,0,60000
1313,Geoffrey Kondogbia,24,MF,Valencia,La Liga,2614,64,4,3,2.5,2.2,1,7,1549,0.1,86.1,62,81,51,12,2,0,30000000
2081,Franck Ribéry,34,"FW,MF",Bayern Munich,Bundesliga,1203,4,5,1,3.3,4.6,0,8,821,0.07,84,53,13,9,3,0,0,4000000
2103,Arjen Robben,33,"FW,MF",Bayern Munich,Bundesliga,1507,1,5,5,5.1,4.8,6,19,872,0.3,81.9,51,10,4,0,0,0,7000000
2119,James Rodríguez,26,MF,Bayern Munich,Bundesliga,1621,8,7,11,4.2,7.5,4,15,1604,0.61,85.2,45,33,12,2,0,0,70000000
2156,Sebastian Rudy,27,MF,Bayern Munich,Bundesliga,1515,10,1,4,0.8,1,3,6,1062,0.24,87.4,13,42,22,2,0,0,15000000
2365,Tom Starke,36,GK,Bayern Munich,Bundesliga,180,0,0,0,0,0,0,0,55,0,72.7,0,0,0,0,0,2,10000
32,Manuel Akanji,22,DF,Dortmund,Bundesliga,904,58,0,0,0.2,0.1,0,2,604,0,86.3,7,20,7,2,0,0,22000000
2337,Carlos Soler,20,"MF,FW",Valencia,La Liga,2357,15,1,4,4,2.9,3,17,992,0.15,80.5,53,46,8,4,0,0,30000000
2511,Sven Ulreich,28,GK,Bayern Munich,Bundesliga,2610,0,0,0,0,0,0,0,926,0,76.1,0,0,0,1,0,12,6000000
2040,Rafinha,31,DF,Bayern Munich,Bundesliga,1851,37,1,2,0.5,2.1,0,3,1779,0.1,88.4,57,34,21,4,0,0,28000000
2583,Sandro Wagner,29,FW,Bayern Munich,Bundesliga,726,3,8,2,5.4,1.2,5,14,218,0.25,72.9,5,5,1,1,0,0,12000000
2159,Daniele Rugani,23,DF,Juventus,Serie A,1935,75,2,1,1.6,0.4,1,3,1512,0.05,90.1,2,19,15,3,0,0,22000000
114,Samuel Armenteros,27,FW,Benevento,Serie A,429,4,1,0,1.1,0,0,2,84,0,78.6,10,4,1,1,0,0,1500000
241,Vid Belec,27,GK,Benevento,Serie A,1113,0,0,0,0,0,0,0,361,0,65.1,0,0,0,1,1,0,1700000
941,Joe Gomez,20,DF,Liverpool,Premier League,1902,44,0,2,0.2,1.3,0,0,1567,0.09,81.4,23,52,34,3,0,0,22000000
356,Enrico Brignola,18,"FW,MF",Benevento,Serie A,1347,4,3,2,2.8,1.6,5,9,472,0.13,81.1,62,29,4,5,0,0,2500000
357,Alberto Brignoli,25,GK,Benevento,Serie A,1126,2,1,0,0.1,0,0,1,477,0,61.2,0,0,0,2,0,2,1000000
2039,Rafinha,24,"MF,FW",Inter,Serie A,1043,3,2,2,1.9,3,2,8,740,0.17,88.1,17,20,6,1,0,0,28000000
480,Fabio Ceravolo,30,FW,Benevento,Serie A,57,0,0,0,0.2,0,0,1,11,0,63.6,2,0,0,0,0,0,2000000
1933,Lorenzo Pellegrini,21,MF,Roma,Serie A,1797,16,3,2,3.1,5.7,1,20,1018,0.1,78.4,39,45,27,2,1,0,28000000
506,Amato Ciciretti,23,"MF,FW",Benevento,Serie A,807,4,2,1,1.5,1.5,3,11,345,0.11,70.4,21,9,3,0,0,0,2500000
513,Karamoko Cissé,28,"FW,DF",Benevento,Serie A,14,0,0,0,0.3,0,1,0,6,0,50,0,1,0,0,0,0,70000
521,Massimo Coda,28,FW,Benevento,Serie A,1417,9,4,1,5,1.9,1,17,344,0.06,69.2,39,10,1,1,0,0,1400000
686,Issa Diop,20,DF,Toulouse,Ligue 1,3060,122,3,0,1.3,0.4,1,5,1189,0,78.4,8,51,66,8,0,0,22000000
589,Marco D'Alessandro,26,"MF,FW",Benevento,Serie A,1043,3,1,1,1.5,1.8,0,9,292,0.09,71.9,67,25,13,1,0,0,2500000
2383,Kevin Strootman,27,MF,Roma,Serie A,2258,13,1,1,2.9,1.5,1,7,1478,0.04,83.4,32,57,22,4,0,0,28000000
653,Gianluca Di Chiara,23,DF,Benevento,Serie A,1007,21,0,0,0.1,0.6,0,0,634,0,77.6,8,26,8,3,0,0,1500000
658,Cheick Diabaté,29,"FW,MF",Benevento,Serie A,664,5,8,0,5.2,0.2,1,11,117,0,76.1,10,1,0,1,2,0,4000000
1267,Michael Keane,24,DF,Everton,Premier League,2560,142,0,1,1.1,0.5,1,1,1221,0.04,75.4,7,33,34,3,0,0,20000000
1007,Guilherme,26,"MF,FW",Benevento,Serie A,944,2,2,2,1.7,0.9,2,3,380,0.19,81.3,35,23,1,1,0,0,4000000
1021,Bright Gyamfi,21,"DF,MF",Benevento,Serie A,326,9,0,0,0.1,0.1,0,2,182,0,78,8,6,4,1,0,0,40000
1133,Pietro Iemmello,25,FW,Benevento,Serie A,880,10,2,1,2.9,1,3,10,206,0.1,76.2,13,6,2,0,0,0,2000000
1388,Achraf Lazaar,25,"DF,MF",Benevento,Serie A,478,10,1,0,0.3,0.4,0,4,173,0,69.4,31,13,3,0,0,0,1000000
1418,Gaetano Letizia,27,DF,Benevento,Serie A,2141,30,1,0,0.8,1.5,2,6,1285,0,77.3,64,42,28,6,2,0,1500000
1446,Cristiano Lombardi,21,"DF,MF",Benevento,Serie A,1112,15,0,2,1,2.1,1,4,356,0.16,69.7,25,31,13,3,0,0,80000
1468,Dejan Lovren,28,DF,Liverpool,Premier League,2127,143,2,1,1.7,1.4,4,5,1758,0.04,87.9,1,26,27,4,0,0,20000000
1284,Sami Khedira,30,MF,Juventus,Serie A,1912,14,9,2,4.1,0.8,3,18,982,0.09,87.3,13,13,4,1,0,0,26000000
1904,Vittorio Parigini,21,"FW,MF",Benevento,Serie A,857,1,0,0,0.6,1.4,0,3,334,0,70.4,45,23,5,2,0,0,1100000
2020,Christian Puggioni,36,GK,Benevento,Serie A,1179,0,0,0,0,0,0,0,433,0,72.7,0,0,0,0,1,2,30000
2026,George Pușcaș,21,"FW,MF",Benevento,Serie A,702,10,1,0,2.6,0.3,1,8,149,0,77.9,14,2,0,0,0,0,2800000
2179,Bacary Sagna,34,DF,Benevento,Serie A,957,35,1,0,0.5,0.7,1,1,773,0,88.1,3,8,9,1,0,0,80000
2220,Sandro,28,MF,Benevento,Serie A,1153,52,1,0,0.6,0.2,0,4,694,0,89.2,7,30,9,4,0,0,2500000
1203,Phil Jones,25,DF,Manchester Utd,Premier League,1973,103,0,0,0.5,0,0,0,1109,0,89.7,5,20,35,2,0,0,20000000
2540,Lorenzo Venuti,22,DF,Benevento,Serie A,2390,76,0,1,0.3,2.2,0,1,1186,0.04,80.8,30,49,31,4,0,0,1500000
576,Bryan Cristante,22,"MF,FW",Atalanta,Serie A,2824,40,9,2,9.1,4.3,9,21,1584,0.06,77.2,78,69,32,4,0,0,25000000
